179 15.994879	 0.048932	 0.016077	 0.068699	 0.035052	 0.068906	 0.391129	 0.074143	 0.259377
180 -16.317093	 0.069943	 0.020484	 0.051491	 0.047958	 0.102668	 0.206823	 0.131951	 0.167384
181 16.865492	 0.053871	 0.016458	 0.071674	 0.030947	 0.116754	 0.214924	 0.099622	 0.119979
182 -14.175877	 0.077398	 0.011556	 0.102635	 0.039759	 0.073291	 0.184722	 0.139893	 0.128055
183 17.171301	 0.063409	 0.028668	 0.056370	 0.031293	 0.049895	 0.329209	 0.091265	 0.221219
184 18.993979	 0.025449	 0.009227	 0.087164	 0.050406	 0.083450	 0.179728	 0.073408	 0.133509
185 -18.810009	 0.074027	 0.025474	 0.063001	 0.054341	 0.136990	 0.176167	 0.121294	 0.117157
186 -19.047518	 0.039235	 0.030924	 0.080701	 0.057724	 0.098001	 0.200183	 0.128495	 0.111987
187 -18.179699	 0.031173	 0.048674	 0.042610	 0.036453	 0.089266	 0.262499	 0.119879	 0.167141
188 19.329079	 0.079546	 0.032193	 0.053039	 0.039827	 0.103521	 0.260165	 0.124439	 0.197367
189 17.509769	 0.072344	 0.018546	 0.060951	 0.043697	 0.071522	 0.186950	 0.143009	 0.111103
190 -17.984732	 0.055964	 0.021087	 0.053879	 0.056937	 0.092033	 0.158398	 0.151627	 0.110642
191 19.184359	 0.087837	 0.032271	 0.067669	 0.036893	 0.104768	 0.279999	 0.136297	 0.157988
192 -19.155113	 0.040857	 0.015253	 0.080224	 0.067710	 0.099566	 0.092795	 0.089678	 0.107679
193 17.907625	 0.093392	 0.021390	 0.049344	 0.030097	 0.102196	 0.434963	 0.100328	 0.308655
194 17.025049	 0.052780	 0.022926	 0.047733	 0.012929	 0.046971	 0.442605	 0.088758	 0.313629
195 -16.538406	 0.022473	 0.030007	 0.048792	 0.041888	 0.047628	 0.307003	 0.094616	 0.194711
196 17.175402	 0.014811	 0.014875	 0.053831	 0.027569	 0.042678	 0.455999	 0.058601	 0.329703
197 19.232643	 0.114571	 0.043004	 0.021942	 0.054408	 0.074841	 0.302496	 0.121215	 0.183488
198 17.590130	 0.114202	 0.021327	 0.085388	 0.026645	 0.086885	 0.421779	 0.116110	 0.286300
199 18.498100	 0.076080	 0.037426	 0.063307	 0.049269	 0.071276	 0.186198	 0.073428	 0.118692
200 -19.707901	 0.058450	 0.024668	 0.026270	 0.040928	 0.082643	 0.308957	 0.081862	 0.210617
201 18.134344	 0.032880	 0.027325	 0.065818	 0.046844	 0.079018	 0.238593	 0.102287	 0.135041
202 -18.685608	 0.023900	 0.023508	 0.065787	 0.027982	 0.055328	 0.204200	 0.082971	 0.131594
203 16.198425	 0.040820	 0.012324	 0.063928	 0.020381	 0.055626	 0.424499	 0.081242	 0.294298
204 17.910906	 0.065230	 0.025085	 0.060934	 0.020599	 0.080618	 0.387970	 0.123668	 0.257233
205 18.204947	 0.055985	 0.017251	 0.041223	 0.026990	 0.095525	 0.409064	 0.073400	 0.294761
206 17.671539	 0.061150	 0.025054	 0.041371	 0.030090	 0.090855	 0.201395	 0.107131	 0.115199
207 17.012686	 0.056984	 0.013875	 0.060296	 0.029343	 0.072991	 0.381185	 0.064688	 0.268486
208 -19.179956	 0.071582	 0.028497	 0.063565	 0.054703	 0.061108	 0.226163	 0.109780	 0.123728
